Game,Genre,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,id
Malice,Platform,0.01,0.0,0.0,0.0,0.01,1917
Mamoru-kun wa Norowarete Shimatta!,Shooter,0.0,0.0,0.01,0.0,0.01,1918
Man vs. Wild,Action,0.07666666666666667,0.0,0.0,0.006666666666666667,0.08666666666666667,1919
Manhunt,Action,0.14,0.04,0.0,0.01,0.19,1920
Manhunt 2,Action,0.25,0.23,0.0,0.06,0.54,1921
Marble Saga: Kororinpa,Puzzle,0.1,0.06,0.0,0.02,0.17,1922
Margot's Word Brain,Puzzle,0.12,0.0,0.0,0.01,0.13,1923
Marines: Modern Urban Combat,Shooter,0.03,0.0,0.0,0.0,0.03,1924
Mario & Sonic at the London 2012 Olympic Games,Sports,1.14,1.91,0.27,0.46,3.78,1925
Mario & Sonic at the Olympic Games,Sports,2.58,3.9,0.66,0.91,8.06,1926
Mario & Sonic at the Olympic Winter Games,Sports,1.89,1.99,0.22,0.48,4.58,1927
Mario & Sonic at the Rio 2016 Olympic Games,Action,0.03,0.11,0.1,0.01,0.26,1928
Mario & Sonic at the Sochi 2014 Olympic Winter Games,Sports,0.39,0.22,0.13,0.06,0.8,1929
Mario Kart 8,Racing,3.13,2.07,1.27,0.49,6.96,1930
Mario Kart Wii,Racing,15.85,12.88,3.79,3.31,35.82,1931
Mario Party 10,Misc,0.69,0.5,0.24,0.11,1.55,1932
Mario Party 8,Misc,3.81,2.3,1.58,0.73,8.42,1933
Mario Party 9,Misc,1.15,1.17,0.76,0.24,3.32,1934
Mario Sports Mix,Sports,0.9,0.45,0.63,0.13,2.11,1935
Mario Strikers Charged,Sports,1.07,1.06,0.24,0.25,2.62,1936
Mario Super Sluggers,Sports,1.51,0.0,0.29,0.12,1.93,1937
Mario Tennis,Sports,0.0,0.06,0.0,0.01,0.07,1938
Mario Tennis Ultra Smash,Sports,0.13,0.16,0.13,0.03,0.45,1939
Mario vs. Donkey Kong: Tipping Stars,Puzzle,0.0,0.0,0.01,0.0,0.01,1940
Martian Panic,Adventure,0.08,0.0,0.0,0.0,0.08,1941
Marvel Avengers: Battle for Earth,Action,0.045000000000000005,0.02,0.0,0.005,0.06999999999999999,1942
Marvel Nemesis: Rise of the Imperfects,Fighting,0.21,0.06,0.0,0.01,0.28,1943
Marvel Super Hero Squad,Fighting,0.31,0.03,0.0,0.03,0.38,1944
Marvel Super Hero Squad: Comic Combat,Action,0.13,0.04666666666666667,0.0,0.016666666666666666,0.19666666666666668,1945
Marvel Super Hero Squad: The Infinity Gauntlet,Action,0.15333333333333332,0.030000000000000002,0.0,0.016666666666666666,0.20333333333333334,1946
Marvel Superheroes 3D: Grandmaster's Challenge,Action,0.0,0.01,0.0,0.0,0.02,1947
Marvel vs. Capcom 2: New Age of Heroes,Fighting,0.09,0.03,0.01,0.0,0.14,1948
Marvel vs. Capcom 3: Fate of Two Worlds,Fighting,0.8,0.235,0.07,0.10500000000000001,1.215,1949
Marvel: Ultimate Alliance,Role-Playing,0.75,0.0125,0.0,0.065,0.8275,1950
Marvel: Ultimate Alliance 2,Role-Playing,0.4766666666666666,0.12,0.0,0.06666666666666667,0.6633333333333334,1951
Mary King's Riding School 2,Simulation,0.0,0.02,0.0,0.0,0.02,1952
Mass Effect,Role-Playing,0.915,0.6950000000000001,0.015,0.18,1.8050000000000002,1953
Mass Effect 2,Role-Playing,0.9266666666666666,0.5366666666666667,0.02,0.18000000000000002,1.6633333333333333,1954
Mass Effect 3,Role-Playing,0.7775,0.5,0.015,0.15,1.4449999999999998,1955
Mass Effect Trilogy,Action,0.24666666666666667,0.08666666666666667,0.0,0.03333333333333333,0.3666666666666667,1956
Mat Hoffman's Pro BMX 2,Sports,0.15,0.04,0.0,0.01,0.2,1957
Mata Hari: Betrayal is only a Kiss Away,Adventure,0.0,0.02,0.0,0.0,0.02,1958
Mathews Bowhunting,Sports,0.18,0.0,0.0,0.01,0.19,1959
Max & the Magic Marker,Platform,0.0,0.04,0.0,0.0,0.04,1960
Max Payne,Shooter,0.49,0.105,0.0,0.025,0.62,1961
Max Payne 2: The Fall of Max Payne,Shooter,0.235,0.08499999999999999,0.0,0.01,0.335,1962
Max Payne 3,Shooter,0.5333333333333333,0.5933333333333334,0.02333333333333333,0.17333333333333334,1.3299999999999998,1963
Maximum Capacity: Hotel Giant,Strategy,0.0,0.02,0.0,0.0,0.02,1964
Maximum Chase,Racing,0.05,0.02,0.0,0.0,0.07,1965
Maximum Racing: Crash Car Racer,Racing,0.01,0.01,0.0,0.0,0.02,1966
Maximum Racing: Drag & Stock Racer,Racing,0.03,0.0,0.0,0.0,0.03,1967
Maximum Racing: GP Classic Racing,Racing,0.03,0.0,0.0,0.0,0.03,1968
Mayhem 3D,Racing,0.055,0.0,0.0,0.005,0.065,1969
McDROID,Strategy,0.0,0.0,0.12,0.0,0.12,1970
MechAssault,Simulation,1.01,0.1,0.0,0.03,1.13,1971
MechAssault 2: Lone Wolf,Simulation,0.27,0.08,0.0,0.01,0.36,1972
Mechanic Escape,Platform,0.0,0.0,0.04,0.0,0.04,1973
Medal of Honor,Shooter,1.01,0.6966666666666668,0.036666666666666674,0.23666666666666666,1.9800000000000002,1974
Medal of Honor Heroes 2,Shooter,0.34,0.04,0.01,0.04,0.42,1975
Medal of Honor: Airborne,Shooter,0.2333333333333333,0.42333333333333334,0.013333333333333334,0.12666666666666668,0.7933333333333333,1976
Medal of Honor: European Assault,Shooter,0.32,0.19,0.0,0.02,0.53,1977
Medal of Honor: Frontline,Shooter,1.0,0.43,0.0,0.06,1.49,1978
Medal of Honor: Rising Sun,Shooter,0.76,0.36,0.0,0.05,1.17,1979
Medal of Honor: Vanguard,Shooter,0.06,0.03,0.0,0.01,0.1,1980
Medal of Honor: Warfighter,Action,0.39666666666666667,0.42333333333333334,0.02333333333333333,0.13999999999999999,0.9866666666666667,1981
Medieval Games,Action,0.14,0.01,0.0,0.01,0.16,1982
Medieval II: Total War,Strategy,0.0,0.08,0.0,0.02,0.09,1983
Medieval II: Total War Gold Edition,Strategy,0.0,0.33,0.0,0.03,0.37,1984
Medieval Moves: Deadmund's Quest,Action,0.13,0.12,0.0,0.05,0.29,1985
Mega Man Anniversary Collection,Platform,0.1,0.03,0.0,0.0,0.13,1986
Mega Man Legacy Collection,Platform,0.06,0.0,0.0,0.01,0.07,1987
Megamind: Mega Team Unite,Adventure,0.16,0.06,0.0,0.02,0.24,1988
Megamind: Ultimate Showdown,Action,0.07,0.05,0.0,0.015,0.14,1989
Meikyuu Cross Blood: Reloaded,Action,0.0,0.0,0.02,0.0,0.02,1990
Memories Off: Yubikiri no Kioku,Adventure,0.0,0.0,0.02,0.0,0.02,1991
Men of Valor,Shooter,0.19,0.05,0.0,0.01,0.25,1992
Men of War,Strategy,0.01,0.02,0.0,0.01,0.03,1993
Men of War: Assault Squad,Strategy,0.01,0.03,0.0,0.01,0.05,1994
Men of War: Vietnam,Strategy,0.0,0.03,0.0,0.01,0.04,1995
Mercenaries 2: World in Flames,Shooter,0.47,0.35,0.015,0.13,0.9650000000000001,1996
Mercenaries: Playground of Destruction,Action,0.54,0.11,0.0,0.03,0.68,1997
Mercury Meltdown Revolution,Action,0.16,0.0,0.0,0.01,0.18,1998
Merv Griffin's Crosswords,Puzzle,0.11,0.0,0.0,0.01,0.12,1999
Mesaze!! Tsuri Master: Sekai ni Challenge! Hen,Sports,0.0,0.0,0.02,0.0,0.02,2000
Metal Arms: Glitch in the System,Shooter,0.13,0.04,0.0,0.01,0.17,2001
Metal Dungeon,Role-Playing,0.02,0.01,0.0,0.0,0.03,2002
Metal Gear Rising: Revengeance,Action,0.37,0.28,0.22,0.11,0.985,2003
Metal Gear Solid 4: Guns of the Patriots,Action,2.63,1.74,0.83,0.83,6.03,2004
Metal Gear Solid HD Edition,Action,0.0,0.0,0.055,0.0,0.055,2005
Metal Gear Solid V: Ground Zeroes,Action,0.2025,0.1925,0.11250000000000002,0.07250000000000001,0.5824999999999999,2006
Metal Gear Solid V: The Phantom Pain,Action,0.35600000000000004,0.388,0.142,0.126,1.016,2007
Metal Gear Solid: Peace Walker HD Edition,Action,0.0,0.0,0.15,0.0,0.15,2008
Metal Gear Solid: The Legacy Collection,Adventure,0.31,0.01,0.03,0.05,0.39,2009
Metal Slug 3,Shooter,0.08,0.02,0.0,0.0,0.1,2010
Metal Slug 4 & 5,Shooter,0.03,0.01,0.0,0.0,0.04,2011
Metal Slug Anthology,Shooter,0.12,0.01,0.0,0.01,0.15,2012
Metro 2033,Shooter,0.11,0.215,0.015,0.05,0.395,2013
Metro: Last Light,Action,0.148,0.18,0.014000000000000002,0.05600000000000001,0.396,2014
Metroid Prime 3: Corruption,Shooter,0.91,0.74,0.07,0.09,1.82,2015
Metroid Prime: Trilogy,Shooter,0.43,0.05,0.0,0.14,0.63,2016
Metroid: Other M,Action,0.87,0.31,0.13,0.1,1.41,2017
Michael Jackson: The Experience,Misc,1.18,0.5833333333333334,0.0033333333333333335,0.18000000000000002,1.9466666666666665,2018
Michael Phelps: Push the Limit,Sports,0.09,0.01,0.0,0.01,0.11,2019
Microsoft Flight Simulator 2004: A Century of Flight,Simulation,0.0,0.06,0.0,0.01,0.07,2020
Microsoft Flight Simulator X,Simulation,0.02,0.34,0.0,0.07,0.43,2021
Microsoft Flight Simulator X Acceleration Expansion Pack,Simulation,0.0,0.04,0.0,0.01,0.05,2022
Microsoft Train Simulator,Simulation,0.0,0.04,0.0,0.01,0.05,2023
Middle-Earth: Shadow of Mordor,Action,0.466,0.53,0.014000000000000002,0.164,1.1700000000000002,2024
Midnight Club 3: DUB Edition,Racing,0.61,0.1,0.0,0.03,0.74,2025
Midnight Club 3: DUB Edition Remix,Racing,0.15,0.04,0.0,0.01,0.2,2026
Midnight Club II,Racing,0.42,0.06,0.0,0.02,0.5,2027
Midnight Club: Los Angeles,Racing,1.615,0.5,0.030000000000000002,0.255,2.4000000000000004,2028
Midnight Mysteries: The Edgar Allan Poe Conspiracy,Adventure,0.0,0.03,0.0,0.01,0.03,2029
Midtown Madness 3,Racing,0.23,0.07,0.0,0.01,0.3,2030
Midway Arcade Treasures,Misc,0.33,0.08,0.0,0.01,0.43,2031
Midway Arcade Treasures 2,Misc,0.24,0.05,0.0,0.01,0.31,2032
Midway Arcade Treasures 3,Misc,0.06,0.02,0.0,0.0,0.08,2033
Might & Magic Heroes VI,Role-Playing,0.12,0.14,0.0,0.05,0.31,2034
Might & Magic Heroes VII,Strategy,0.0,0.08,0.0,0.0,0.09,2035
Might & Magic X: Legacy,Role-Playing,0.0,0.03,0.0,0.0,0.04,2036
Mighty No. 9,Platform,0.02,0.0033333333333333335,0.0,0.0033333333333333335,0.02666666666666667,2037
Mike Tyson Heavyweight Boxing,Sports,0.03,0.01,0.0,0.0,0.05,2038
MindJack,Shooter,0.07,0.05,0.0,0.02,0.14,2039
Minecraft,Misc,2.1079999999999997,1.612,0.05600000000000001,0.522,4.296,2040
Minecraft: Story Mode,Adventure,0.25,0.26,0.0,0.072,0.5780000000000001,2041
Mini Desktop Racing,Racing,0.01,0.0,0.0,0.0,0.01,2042
Mini Ninjas,Action,0.10750000000000001,0.12250000000000001,0.0,0.0325,0.2575,2043
MiniCopter: Adventure Flight,Simulation,0.04,0.0,0.0,0.0,0.05,2044
Minna ga Shuyaku no NHK Kouhaku Quiz Kassen,Misc,0.0,0.0,0.04,0.0,0.04,2045
Minna no Joushiki Ryoku TV,Misc,0.0,0.0,0.08,0.0,0.08,2046
Minority Report: Everybody Runs,Action,0.07,0.02,0.0,0.0,0.1,2047
Minute to Win It,Misc,0.275,0.0,0.0,0.02,0.29000000000000004,2048
Mirror's Edge,Platform,0.2733333333333334,0.38333333333333336,0.01,0.12,0.7899999999999999,2049
Mirror's Edge Catalyst,Platform,0.06333333333333334,0.07333333333333333,0.006666666666666667,0.03,0.17333333333333334,2050
Mission: Impossible - Operation Surma,Platform,0.1,0.03,0.0,0.0,0.13,2051
Mobile Suit Gundam Battlefield Record U.C.0081,Action,0.0,0.0,0.24,0.0,0.24,2052
Mobile Suit Gundam Side Story: Missing Link,Action,0.0,0.0,0.12,0.0,0.12,2053
Mobile Suit Gundam: Crossfire,Simulation,0.06,0.0,0.14,0.01,0.2,2054
Mobile Suit Gundam: Extreme VS Full Boost,Fighting,0.0,0.0,0.38,0.0,0.38,2055
Mobile Suit Gundam: MS Sensen 0079,Simulation,0.0,0.0,0.11,0.0,0.11,2056
ModNation Racers,Racing,0.5,0.41,0.06,0.16,1.13,2057
Mojo!,Puzzle,0.02,0.01,0.0,0.0,0.03,2058
Momotarou Dentetsu 16,Misc,0.0,0.0,0.1,0.0,0.1,2059
Momu-chan Diet Wii: Figurobics by Chon Dayon,Misc,0.0,0.0,0.09,0.0,0.09,2060
Monkey Island: Special Edition Collection,Adventure,0.0,0.09000000000000001,0.0,0.02666666666666667,0.11333333333333334,2061
Monkey Mischief! Party Time,Misc,0.09,0.0,0.0,0.01,0.1,2062
Monopoly,Misc,0.48666666666666664,0.37000000000000005,0.0,0.09999999999999999,0.96,2063
Monopoly Collection,Misc,0.02,0.07,0.0,0.01,0.09,2064
Monopoly Party,Misc,0.14,0.04,0.0,0.01,0.18,2065
Monopoly Streets,Misc,0.18666666666666668,0.24,0.0,0.060000000000000005,0.48333333333333334,2066
Monotaro Dentetsu 2010: Sengoku Ishin no Hero Daishuugou! no Maki,Misc,0.0,0.0,0.41,0.0,0.41,2067
Monster 4X4: World Circuit,Racing,0.81,0.0,0.01,0.07,0.89,2068
Monster 4x4: Stunt Racer,Racing,0.18,0.0,0.0,0.01,0.19,2069
Monster Garage,Strategy,0.05,0.01,0.0,0.0,0.06,2070
Monster High 13 Wishes,Action,0.02,0.0,0.0,0.0,0.03,2071
Monster High: Ghoul Spirit,Misc,0.44,0.08,0.0,0.04,0.56,2072
Monster High: New Ghoul in School,Action,0.0,0.043333333333333335,0.0,0.0033333333333333335,0.04666666666666667,2073
Monster Hunter Freedom 2,Role-Playing,0.0,0.0,0.5,0.0,0.5,2074
Monster Hunter Frontier Online,Role-Playing,0.0,0.0,0.13,0.0,0.13,2075
Monster Hunter Frontier Online: Forward 1,Role-Playing,0.0,0.0,0.03,0.0,0.03,2076
Monster Hunter Frontier Online: Forward 2,Role-Playing,0.0,0.0,0.03,0.0,0.03,2077
Monster Hunter Frontier Online: Season 10,Role-Playing,0.0,0.0,0.03,0.0,0.03,2078
Monster Hunter Frontier Online: Season 9.0,Role-Playing,0.0,0.0,0.04,0.0,0.04,2079
Monster Hunter G,Role-Playing,0.0,0.0,0.25,0.0,0.25,2080
Monster Hunter Tri,Role-Playing,0.465,0.3,0.635,0.075,1.4849999999999999,2081
Monster Jam,Racing,0.11333333333333333,0.0,0.0,0.01,0.12333333333333334,2082
Monster Jam: Path of Destruction,Racing,0.2733333333333333,0.013333333333333334,0.0,0.02,0.3066666666666667,2083
Monster Jam: Urban Assault,Racing,0.39,0.0,0.0,0.03,0.42,2084
Monster Lab,Role-Playing,0.28,0.02,0.0,0.02,0.32,2085
Monster Madness: Battle for Suburbia,Shooter,0.1,0.0,0.0,0.01,0.11,2086
Monster Madness: Grave Danger,Shooter,0.05,0.01,0.0,0.01,0.06,2087
Monster Mayhem: Build and Battle,Simulation,0.02,0.0,0.0,0.0,0.03,2088
Monster Trucks Mayhem,Racing,0.39,0.0,0.0,0.02,0.41,2089
Monster Trux Arenas: Special Edition,Racing,0.04,0.0,0.0,0.0,0.04,2090
Monster Trux Offroad,Racing,0.01,0.0,0.0,0.0,0.02,2091
Monsters vs. Aliens,Action,0.12,0.0475,0.0,0.017499999999999998,0.19250000000000003,2092
MorphX,Shooter,0.05,0.0,0.0,0.0,0.05,2093
Mortal Kombat,Fighting,1.805,0.44000000000000006,0.0,0.235,2.48,2094
Mortal Kombat X,Fighting,0.8266666666666665,0.33666666666666667,0.0,0.19999999999999998,1.366666666666667,2095
Mortal Kombat vs. DC Universe,Fighting,1.505,0.27,0.0,0.19,1.9649999999999999,2096
Mortal Kombat: Armageddon,Fighting,0.21,0.02,0.0,0.02,0.25,2097
Mortal Kombat: Deadly Alliance,Fighting,0.77,0.15,0.0,0.04,0.96,2098
Mortal Kombat: Deception,Fighting,0.61,0.12,0.0,0.03,0.76,2099
Mortal Kombat: Shaolin Monks,Action,0.23,0.07,0.0,0.01,0.31,2100
Mortimer Beckett and the Secrets of Spooky Manor,Puzzle,0.04,0.0,0.0,0.0,0.04,2101
Motion Explosion!,Misc,0.05,0.01,0.0,0.0,0.06,2102
MotionSports,Sports,0.38,0.26,0.0,0.06,0.7,2103
MotionSports: Adrenaline,Sports,0.11000000000000001,0.08,0.0,0.03,0.21500000000000002,2104
MotoGP,Racing,0.060000000000000005,0.065,0.0,0.01,0.14,2105
MotoGP '06,Racing,0.11,0.01,0.0,0.01,0.14,2106
MotoGP '07,Racing,0.23,0.0,0.0,0.02,0.25,2107
MotoGP 08,Racing,0.09,0.22,0.0,0.06,0.37,2108
MotoGP 09/10,Racing,0.060000000000000005,0.11,0.0,0.03,0.195,2109
MotoGP 10/11,Racing,0.02,0.07500000000000001,0.0,0.025,0.115,2110
MotoGP 14,Racing,0.04,0.06999999999999999,0.0,0.02333333333333333,0.13,2111
MotoGP 15,Racing,0.0,0.0475,0.015,0.0075,0.07,2112
MotoGP 2,Racing,0.07,0.02,0.0,0.0,0.1,2113
Motocross Mania 3,Racing,0.01,0.0,0.0,0.0,0.02,2114
Motor Trend presents Lotus Challenge,Racing,0.02,0.01,0.0,0.0,0.03,2115
MotorStorm,Racing,1.53,1.61,0.06,0.67,3.88,2116
MotorStorm: Apocalypse,Racing,0.21,0.2,0.0,0.08,0.49,2117
MotorStorm: Pacific Rift,Racing,0.43,0.67,0.02,0.26,1.37,2118
Motto! SoniComi,Simulation,0.0,0.0,0.02,0.0,0.02,2119
Mount & Blade,Role-Playing,0.0,0.02,0.0,0.0,0.02,2120
Mount & Blade Collection,Role-Playing,0.0,0.02,0.0,0.0,0.02,2121
Mount & Blade: Warband,Role-Playing,0.01,0.01,0.0,0.0,0.02,2122
Mountain Sports,Sports,0.11,0.0,0.0,0.01,0.12,2123
Mr Bean's Wacky World of Wii,Adventure,0.0,0.05,0.0,0.0,0.05,2124
Muchi Muchi Pork & Pink Sweets,Shooter,0.0,0.0,0.02,0.0,0.02,2125
Mugen Souls,Role-Playing,0.04,0.03,0.08,0.01,0.16,2126
Mugen Souls Z,Role-Playing,0.02,0.01,0.04,0.01,0.07,2127
Murakumo: Renegade Mech Pursuit,Shooter,0.04,0.01,0.06,0.0,0.11,2128
Muramasa: The Demon Blade,Role-Playing,0.33,0.13,0.11,0.04,0.61,2129
"Murder, She Wrote",Adventure,0.0,0.04,0.0,0.01,0.05,2130
Murdered: Soul Suspect,Action,0.055999999999999994,0.076,0.008,0.019999999999999997,0.16,2131
Mushihimesama,Action,0.0,0.0,0.02,0.0,0.02,2132
Mushihimesama Futari Ver 1.5,Shooter,0.0,0.0,0.03,0.0,0.03,2133
Mushroom Men: The Spore Wars,Action,0.17,0.01,0.0,0.01,0.19,2134
Musou Orochi Z,Action,0.0,0.0,0.23,0.0,0.23,2135
Muv-Luv Alternative,Simulation,0.0,0.0,0.01,0.0,0.01,2136
Muv-Luv Alternative: Total Eclipse,Simulation,0.0,0.0,0.03,0.0,0.03,2137
My Animal Centre,Simulation,0.0,0.02,0.0,0.0,0.03,2138
My Baby: First Steps,Simulation,0.12,0.0,0.0,0.01,0.13,2139
My Ballet Studio,Simulation,0.02,0.0,0.0,0.0,0.03,2140
My Body Coach,Sports,0.0,0.04,0.0,0.01,0.05,2141
My First Songs,Misc,0.0,0.07,0.0,0.01,0.08,2142
My Fitness Coach,Sports,1.2,0.9,0.0,0.24,2.34,2143
My Fitness Coach 2: Exercise and Nutrition,Sports,0.14,0.04,0.0,0.02,0.2,2144
My Fitness Coach: Club,Sports,0.0,0.07500000000000001,0.0,0.025,0.1,2145
My Horse & Me,Sports,0.27,0.02,0.0,0.03,0.32,2146
My Horse & Me: Riding for Gold,Sports,0.04,0.02,0.0,0.0,0.06,2147
My Word Coach,Misc,0.46,0.02,0.0,0.04,0.51,2148
MySims,Simulation,0.455,0.28500000000000003,0.02,0.085,0.855,2149
MySims Agents,Adventure,0.62,0.32,0.0,0.1,1.05,2150
MySims Collection,Misc,0.13,0.0,0.0,0.01,0.14,2151
MySims Kingdom,Simulation,0.71,0.65,0.01,0.17,1.53,2152
MySims Party,Simulation,0.18,0.03,0.0,0.02,0.23,2153
MySims Racing,Racing,0.19,0.23,0.0,0.05,0.47,2154
MySims SkyHeroes,Action,0.11666666666666665,0.04,0.0,0.016666666666666666,0.17333333333333334,2155
Myst III: Exile,Adventure,0.04,0.01,0.0,0.0,0.06,2156
Myst IV: Revelation,Adventure,0.025,0.005,0.0,0.0,0.030000000000000002,2157
Mystery Case Files: Ravenhearst,Puzzle,0.01,0.02,0.0,0.01,0.03,2158
Mystery Case Files: The Malgrave Incident,Adventure,0.19,0.17,0.0,0.03,0.39,2159
Mystery Legends: Beauty and the Beast,Puzzle,0.0,0.01,0.0,0.0,0.01,2160
Mystery Trackers: The Void,Puzzle,0.0,0.02,0.0,0.01,0.03,2161
Myth Makers: Orbs of Doom,Puzzle,0.05,0.0,0.0,0.0,0.05,2162
Myth Makers: Super Kart GP,Racing,0.01,0.0,0.0,0.0,0.02,2163
Myth Makers: Trixie in Toyland,Platform,0.04,0.0,0.0,0.0,0.04,2164
N3 II: Ninety-Nine Nights,Action,0.06,0.07,0.04,0.01,0.17,2165
N3: Ninety-Nine Nights,Action,0.2,0.03,0.05,0.02,0.3,2166
NARC,Shooter,0.14,0.04,0.0,0.01,0.18,2167
NASCAR '14,Racing,0.12,0.0,0.0,0.01,0.13,2168
NASCAR '15,Sports,0.15,0.0,0.0,0.02,0.17,2169
NASCAR 06: Total Team Control,Racing,0.2,0.06,0.0,0.01,0.27,2170
NASCAR 07,Racing,0.03,0.01,0.0,0.0,0.04,2171
NASCAR 08,Racing,0.20500000000000002,0.025,0.0,0.025,0.26,2172
NASCAR 09,Racing,0.225,0.005,0.0,0.02,0.255,2173
NASCAR 2005: Chase for the Cup,Racing,0.34,0.1,0.0,0.02,0.45,2174
NASCAR 2011: The Game,Racing,0.25333333333333335,0.0,0.0,0.016666666666666666,0.27,2175
NASCAR Heat 2002,Racing,0.15,0.04,0.0,0.01,0.2,2176
NASCAR Heat Evolution,Racing,0.025,0.0,0.0,0.005,0.025,2177
NASCAR Kart Racing,Racing,0.39,0.0,0.0,0.03,0.43,2178
NASCAR The Game: Inside Line,Racing,0.08,0.0,0.0,0.01,0.09,2179
NASCAR Thunder 2002,Racing,0.25,0.07,0.0,0.01,0.33,2180
NASCAR Thunder 2003,Racing,0.2,0.06,0.0,0.01,0.27,2181
NASCAR Thunder 2004,Racing,0.18,0.05,0.0,0.01,0.23,2182
NASCAR Unleashed,Racing,0.12666666666666668,0.0,0.0,0.01,0.14,2183
NBA 07,Sports,0.24,0.0,0.01,0.02,0.26,2184
NBA 08,Sports,0.12,0.0,0.0,0.01,0.13,2185
NBA 09: The Inside,Sports,0.14,0.0,0.0,0.01,0.15,2186
NBA 2K10,Sports,0.6633333333333332,0.01,0.0033333333333333335,0.060000000000000005,0.7333333333333334,2187
NBA 2K11,Action,0.975,0.08499999999999999,0.01,0.08250000000000002,1.1475,2188
NBA 2K12,Sports,1.0775,0.12250000000000001,0.015000000000000001,0.095,1.3125000000000002,2189
NBA 2K13,Sports,0.958,0.14800000000000002,0.012,0.1,1.2200000000000002,2190
NBA 2K14,Sports,1.28,0.23750000000000002,0.0125,0.15000000000000002,1.68,2191
NBA 2K15,Sports,1.2525000000000002,0.2825,0.0075,0.2225,1.7650000000000001,2192
NBA 2K16,Sports,1.128,0.22800000000000004,0.012,0.23400000000000004,1.6059999999999999,2193
NBA 2K17,Sports,0.36000000000000004,0.04750000000000001,0.0,0.07750000000000001,0.48250000000000004,2194
NBA 2K2,Sports,0.15,0.04,0.0,0.01,0.2,2195
NBA 2K3,Sports,0.24,0.07,0.0,0.01,0.32,2196
NBA 2K6,Action,0.24,0.045,0.0,0.015,0.295,2197
NBA 2K7,Sports,0.2833333333333334,0.016666666666666666,0.0,0.02666666666666667,0.33,2198
NBA 2K8,Sports,0.645,0.005,0.0,0.060000000000000005,0.7,2199
NBA 2K9,Sports,0.78,0.08,0.0,0.08,0.94,2200
NBA Ballers,Sports,0.37,0.11,0.0,0.02,0.51,2201
NBA Ballers: Chosen One,Sports,0.14500000000000002,0.0,0.0,0.01,0.16,2202
NBA Ballers: Phenom,Sports,0.09,0.03,0.0,0.0,0.13,2203
NBA Inside Drive 2002,Sports,0.28,0.08,0.0,0.01,0.37,2204
NBA Inside Drive 2003,Sports,0.23,0.07,0.0,0.01,0.31,2205
NBA Inside Drive 2004,Sports,0.13,0.04,0.0,0.01,0.17,2206
NBA Jam,Sports,0.2425,0.07,0.0,0.03,0.3425,2207
NBA Live 06,Sports,0.42,0.02,0.0,0.025,0.46499999999999997,2208
NBA Live 07,Sports,0.22999999999999998,0.005,0.0,0.02,0.26,2209
NBA Live 08,Sports,0.39999999999999997,0.006666666666666667,0.0033333333333333335,0.03666666666666667,0.4466666666666667,2210
NBA Live 09,Sports,0.48,0.07,0.01,0.05500000000000001,0.615,2211
NBA Live 09 All-Play,Sports,0.19,0.01,0.0,0.02,0.22,2212
NBA Live 10,Sports,0.43000000000000005,0.025,0.005,0.04,0.495,2213
NBA Live 14,Sports,0.15000000000000002,0.035,0.0,0.02,0.20500000000000002,2214
NBA Live 15,Sports,0.16,0.03,0.0,0.03,0.21500000000000002,2215
NBA Live 16,Sports,0.09,0.025,0.0,0.02,0.135,2216
NBA Live 2002,Sports,0.35,0.03,0.0,0.02,0.4,2217
NBA Live 2004,Sports,0.44,0.04,0.0,0.02,0.51,2218
NBA Live 2005,Sports,0.81,0.05,0.0,0.04,0.9,2219
NBA Starting Five,Sports,0.02,0.01,0.0,0.0,0.02,2220
NBA Street Homecourt,Sports,0.28500000000000003,0.015,0.0,0.03,0.325,2221
NBA Street V3,Sports,0.28,0.03,0.0,0.01,0.32,2222
NBA Street Vol. 2,Sports,0.62,0.04,0.0,0.02,0.68,2223
NCAA Basketball 09,Sports,0.175,0.0,0.0,0.015,0.195,2224
NCAA Basketball 10,Sports,0.305,0.0,0.0,0.025,0.325,2225
NCAA College Basketball 2K3,Sports,0.11,0.03,0.0,0.01,0.14,2226
NCAA Football 06,Sports,0.73,0.21,0.0,0.03,0.97,2227
NCAA Football 07,Sports,0.545,0.06,0.0,0.034999999999999996,0.645,2228
NCAA Football 08,Sports,0.35333333333333333,0.006666666666666667,0.0,0.02666666666666667,0.3866666666666667,2229
NCAA Football 09,Sports,0.595,0.0,0.0,0.045,0.645,2230
NCAA Football 09 All-Play,Sports,0.16,0.0,0.0,0.01,0.17,2231
NCAA Football 10,Sports,0.81,0.0,0.0,0.065,0.875,2232
NCAA Football 11,Sports,0.825,0.0,0.0,0.06,0.88,2233
NCAA Football 12,Sports,0.86,0.0,0.0,0.055,0.9099999999999999,2234
NCAA Football 13,Action,0.9199999999999999,0.0,0.0,0.06,0.9750000000000001,2235
NCAA Football 14,Sports,0.88,0.0,0.0,0.06,0.935,2236
NCAA Football 2003,Sports,0.39,0.11,0.0,0.02,0.52,2237
NCAA Football 2004,Sports,0.4,0.02,0.0,0.02,0.43,2238
NCAA Football 2005,Sports,0.63,0.02,0.0,0.03,0.68,2239
NCAA March Madness 06,Sports,0.15,0.04,0.0,0.01,0.2,2240
NCAA March Madness 07,Sports,0.19,0.0,0.0,0.02,0.21,2241
NCAA March Madness 08,Sports,0.14,0.0,0.0,0.015,0.15,2242
